supplier_name,total_spend,tender_count,agencies_count,on_time_delivery_pct,quality_rating,cost_competitiveness_score
KYOOB - ID PTE. LTD.,463851.0,1,1,87.46,4.2,67.69
KYOOB ARCHITECTS PTE. LTD.,1647580.0,9,3,90.91,3.68,74.61
KaVo Dental Supply,5000.0,1,1,100.0,5.0,84.98
Kaba Security Pte Ltd,1170699.06,1,1,75.9,5.0,78.44
Kaiser Permanente Mid-Atlantic States,179712.28,1,1,97.28,3.93,92.51
Kali Selvan S/O A Rajoo,6000.0,1,1,95.78,4.31,85.66
Kanoe Sports,189547.2,1,1,81.77,4.16,84.59
"Kawasaki Heavy Industries, Ltd. / CSR Qingdao Sifang Co., Ltd. / Kawasaki Heavy Industries (S) Pte Ltd Consortium",136800000.0,1,1,89.63,3.94,61.91
Kay Ngee Tan Architects,787422.6,3,2,84.34,3.6,75.15
Kazuko Kobayashi,50.0,1,1,89.49,3.45,67.36
Keepthinking,268097.0,1,1,100.0,3.42,76.17
Kemsa (Far East) Pte Ltd,118800.0,1,1,92.84,4.34,71.07
Ken-Pal (S) Pte Ltd,361677756.0,6,2,92.07,3.79,74.22
Kenda (S) Pte Ltd,108028.2,2,2,84.56,2.55,88.61
Kenetics Innovations Pte Ltd,338886.0,1,1,76.13,4.37,82.75
Kerberos Co.Ltd,9261.78,1,1,86.33,4.08,88.07
Kestrel Investigation & Security Pte Ltd,5390280.0,3,2,97.65,4.91,61.99
KiTEC,1018.65,1,1,75.78,4.32,78.58
Kim Seng Heng Engineering Construction (Pte) Ltd,142392880.0,6,4,79.56,3.21,87.67
"Kimsey-House Enterprises, Inc., dba, The Co-Active Training Institute",9410.85,1,1,89.01,2.76,93.06
Kin Yiap Press Pte Ltd,65576.0,1,1,80.12,3.67,62.52
Kingsmen Exhibits Pte Ltd,50929956.56,41,22,81.66,3.72,74.49
Klareco Communications Pte Ltd,758875.5,1,1,84.61,4.67,88.34
Knowledge Management Solutions Pte Ltd,6592887.24,8,7,77.08,4.09,76.08
Koh Ai Lin Avelina,88870.0,1,1,80.21,4.78,68.9
Komoco Motors Pte Ltd,8892000.0,8,4,93.63,3.31,62.5
Konica Minolta Sensing Singapore Pte Ltd,27395.0,1,1,77.54,4.68,68.51
Koon Lee Nursery Pte Ltd,69390.0,2,1,75.22,4.53,61.11
Kow Yuen Ting,88870.0,1,1,82.96,2.89,78.58
Kurita (Singapore) Pte. Ltd.,1738002.05,2,2,93.86,4.89,86.96
Kyo Ei denko Pte Ltd,100000.0,1,1,86.42,4.16,65.39
"L & K ENGINEERING CO., LTD (SINGAPORE BRANCH)",17568000.0,2,2,84.28,4.34,80.58
L C ENGINEERING SERVICES SDN BHD,12902.9,1,1,88.35,3.58,86.45
L C ENGINEERING SERVICES SDN. BHD.,63382.86,1,1,74.03,4.87,77.97
L&RUI CONCEPT GROUP PTE. LTD.,5414877.8,3,3,91.96,3.39,61.89
L-META ENGINEERING PTE LTD,712500.0,1,1,91.07,4.6,81.86
L-PINE DESIGN PTE LTD,118095.0,1,1,84.73,4.59,77.45
L-Pine Design Pte LTd,1684655.0,3,3,96.05,3.52,76.43
L. H. MGMT PTE. LTD.,372550.0,3,3,78.98,5.0,72.53
L.C.H. CONSTRUCTION & TRADING PTE LTD,977700.0,2,1,97.02,4.24,78.87
LA BONNIE PASTRIES PTE. LTD.,1785714.28,1,1,89.24,4.49,83.1
LAB SCIENCE SOLUTION PTE. LTD.,3154675.0,13,6,85.31,3.18,100.0
LAB TECHNIQUES PTE. LTD.,10396.0,1,1,87.84,5.0,79.12
LABIVF ASIA PTE. LTD.,157460.0,2,1,87.14,3.37,93.11
LABMAN AUTOMATION LIMITED,996516.0,1,1,97.76,4.71,81.58
LABOTECH PTE LTD,198404.07,2,1,79.39,3.5,77.0
LABQUIP (S) PTE LTD,2324188.0,4,4,81.9,3.73,79.49
LAC CONSTRUCTION PTE. LTD.,0.0,2,1,96.29,4.57,65.78
LAERDAL SINGAPORE PTE LTD,125970.9,1,1,83.24,4.72,81.06
LAGARDERE SPORTS ASIA PTE. LTD.,398500.01,2,2,95.2,3.34,58.08
LAGOON EVENTS & ENTERTAINMENT PTE LTD,711833.02,5,1,100.0,4.75,69.37
LAGUNA HOTEL HOLDINGS PTE. LTD.,390.5,2,1,84.79,4.73,79.1
LAI METALS PTE. LTD.,45360.0,1,1,93.45,3.54,89.94
LAI PUI SAN,9600.0,1,1,78.77,5.0,92.31
LAI SOON FRESH FRUITS,26315.0,1,1,94.04,3.23,75.63
LAI YEW SENG PTE LTD,6377600.0,10,9,89.6,3.73,79.56
LAI-BROS AIR-COND. & ELECTRICAL SDN. BHD.,62887.049999999996,2,1,91.78,4.39,87.84
LAILA WHITE PTE. LTD.,86988.7,1,1,82.84,3.59,64.71
LAKEPHARMA INC,221826.0,1,1,74.71,4.26,82.05
LAKESIDE FAMILY CENTRE,8898748.0,3,1,92.03,4.24,69.72
LAM CHUAN CONSTRUCTION PTE LTD,22060235.0,3,2,71.49,3.99,76.28
LAM SOON SINGAPORE PTE LTD,15150.0,1,1,85.46,4.6,73.41
LAMINAAR AVIATION INFOTECH PTE. LTD.,3862010.0,1,1,95.53,3.96,82.35
LANCER DESIGN PTE LTD,337410.0,1,1,89.54,4.24,83.5
LANDMARK ARCHITECTS ASSOCIATE,18610.0,4,1,100.0,4.79,86.91
LANDSCAPE ENGINEERING PTE LTD,119855357.94,18,2,96.2,4.57,81.48
LANDSFIELD VALUATION CONSULTANTS PTE. LTD.,0.02,2,1,82.77,4.57,79.72
LANGUAGE PARTNER PTE. LTD.,0.75,1,1,88.22,3.41,96.54
LANGUAGE WORKS PTE. LTD.,26600.0,1,1,87.62,4.41,62.76
LANGZAUNER GMBH,269950.05,1,1,75.34,3.57,94.96
LANSPOWER SERVICES SDN. BHD.,29896.91,1,1,80.48,3.33,75.1
LANTONE SYSTEMS PTE. LTD.,65050.0,1,1,83.51,4.06,83.71
LANTRO (S) PTE. LTD.,52112.0,1,1,71.71,3.56,74.74
LASALLE COLLEGE OF THE ARTS LIMITED,297750.0,2,1,88.38,4.57,70.97
LASER 21 PTE LTD,5972483.67,21,3,86.01,4.59,82.85
LASERSAN PTE. LTD.,164490.0,1,1,74.62,2.96,88.42
LATITUDE EXPERIENCE PTE. LIMITED,1434431.68,25,10,91.23,3.6,82.73
LAU CHOY SENG PTE. LTD.,294392.83,1,1,93.73,3.22,72.58
LAU YAU SHIONG & CO. PTE. LTD.,79810.4,7,2,89.82,3.82,100.0
LAUD ARCHITECTS PTE LTD,2465006.5,5,3,85.41,4.37,89.99
LAUTAN LUAS SINGAPORE PTE LTD,6672359.0,3,1,92.73,3.95,87.33
LAVISH DINE CATERING PTE LTD,1786707.79,3,3,93.44,3.75,74.47
LAVISION BIOTEC GMBH,500000.0,1,1,90.46,4.88,71.75
LAW BROTHERS CONSTRUCTION PTE. LTD.,2979710.0,2,2,81.4,2.72,75.2
LAZARD ASSET MANAGEMENT (SINGAPORE) PTE. LTD.,0.28,1,1,90.21,4.84,88.81
LBD ENGINEERING PTE. LTD.,218045255.0,7,4,97.56,3.77,68.09
LBE ENGINEERING PTE. LTD.,1224702.9100000001,4,3,83.23,4.05,67.32
LBS ENGINEERING CONSULTANTS,23210.0,5,1,100.0,3.78,83.4
LC&T BUILDER (1971) PTE. LTD.,793516160.0,7,2,83.79,5.0,81.19
LCA PRIVATE LIMITED,4960.0,1,1,88.26,3.36,70.3
LCA PTE. LTD.,4600.0,1,1,82.62,4.11,67.09
LCE ENGINEERING PTE LTD,1440646.0,4,3,89.79,4.42,92.38
LDR PTE. LTD.,1232313.0,7,7,74.06,3.13,81.57
"LE MERIDIEN SINGAPORE, SENTOSA",180.0,1,1,83.63,3.55,64.36
LE RAINBOW CATERING PTE. LTD.,1786892.79,4,2,79.26,4.01,65.06
LE TACH PTE. LTD.,700200.0,1,1,89.08,3.57,74.38
LE TACH VENDING PTE. LTD.,313920.0,1,1,95.96,3.61,85.33
LE TONG RESOURCES PTE. LTD.,17.28,1,1,93.17,3.89,83.95
LEACON ENGINEERING PTE. LTD.,570440.0,2,2,69.03,4.49,89.32
LEAD CONSTRUCTIONS SA,110075.52,1,1,100.0,3.89,63.1
LEAD INTERIORS PTE. LTD.,792.0,1,1,90.36,4.75,80.24
LEADS ENGINEERING (S) PTE LTD,2332000.0,3,3,81.79,3.5,92.26
LEAP INTEGRATED PTE. LTD.,6752400.0,6,5,89.26,3.35,91.33
LEAPTRON ENGINEERING PTE. LTD.,296086.0,1,1,89.41,5.0,81.59
LEARLAB S.R.L,144617.56,1,1,82.67,3.71,100.0
LEARN GROW LEAD,86200.0,2,1,89.58,3.31,84.09
LEARN WELL INTERNATIONAL,7252.5,2,1,83.14,3.05,88.43
LEARNING NEEDS CENTRE PTE LTD,354532.27,2,1,84.77,4.75,78.44
LEARNING STUDIO EDUCARE PTE. LTD.,110136.0,1,1,82.51,3.9,70.19
LECIP (SINGAPORE) PTE. LTD.,286625.0,1,1,76.54,3.95,69.25
LECTRIX ENGINEERING PTE. LTD.,8393500.4,4,3,89.17,4.0,79.82
LED SIGNS PTE. LTD.,509695.2,2,2,92.68,4.71,75.88
LEE & LEE,3122969.42,51,35,92.12,3.99,60.31
LEE & LEE CONSULTANTS PTE LTD,1115000.0,3,2,94.56,5.0,67.74
LEE & LIM INTERNATIONAL,153720.0,2,2,90.59,4.18,74.82
LEE AH MOOI OLD AGE HOME,3100002.0,3,1,83.74,4.74,85.27
LEE CHEN JUI @CINDY LEE,18360.0,1,1,94.72,4.58,77.84
LEE EE CHING,1.0,1,1,77.14,4.08,77.28
LEE EE TAT,170400.0,1,1,80.79,3.75,68.13
LEE HECHT HARRISON PTE. LTD.,17100.0,1,1,80.29,4.3,78.23
LEE HONG CONSTRUCTION CO. (PTE ). LTD,16874000.0,3,1,96.64,4.41,91.19
LEE HUNG SCIENTIFIC SDN. BHD.,1390.0,1,1,95.54,3.76,79.56
LEE SIN PTE. LTD.,130000.0,1,1,91.9,4.2,62.93
LEE SPRING PTE. LTD.,88600.0,1,1,96.58,4.84,65.48
LEE TUCK ONN REGISTERED SURVEYOR,62500.0,1,1,80.97,5.0,83.89
LEEDEN FIRE SAFETY PTE. LTD.,624280.8,3,2,90.79,4.61,75.76
LEEDEN NATIONAL OXYGEN LTD.,10696618.27,21,8,87.0,5.0,77.25
LEGAL SOLUTIONS LLC,230000.0,1,1,94.78,3.72,71.87
LEGION PEST CONTROL PTE LTD,2458560.0,1,1,87.08,4.52,83.03
LEGO HOUSE PTE. LTD.,315300.0,2,1,84.92,4.9,74.99
LEICA GEOSYSTEMS PTE. LTD.,544440.0,2,1,92.33,3.56,76.13
LEICA MICROSYSTEMS (SEA) PTE LTD,2869822.75,15,7,95.01,3.81,69.49
LEIGHTON CONTRACTORS (ASIA) LIMITED (SINGAPORE BRANCH),494581448.0,1,1,82.65,5.0,87.22
LEISTRITZ SEA PTE. LTD.,760000.0,1,1,87.51,3.51,75.79
LEISURE FRONTIER (S) PTE. LTD.,4738337.0,6,5,79.53,3.3,84.08
LEK CONSULTING PTE LIMITED,990000.0,1,1,68.02,5.0,66.06
LEK HUNG MOULDING PTE LTD,185000.0,1,1,89.6,4.82,95.34
LEK SAN CONSTRUCTION PTE LTD,20577897.009999998,2,2,92.87,4.36,90.77
LEKKER ARCHITECTS PTE. LTD.,60000.0,1,1,90.1,4.07,58.9
LELAB SDN.BHD.,133223.86,6,1,72.4,3.84,69.98
LENG HIANG CATERING,963184.5,3,2,85.19,4.27,82.78
LENNARTZ ELECTRONIC GMBH,117754.78,1,1,70.25,5.0,64.8
LENTOR AMBULANCE PTE. LTD.,863990.0,2,2,98.96,4.24,76.68
LEO ANN LOCK,165060.0,3,2,79.31,5.0,82.27
LEO BURNETT,1.0,1,1,98.04,3.56,76.15
LEO INFOCOMM PTE. LTD.,542860.0,1,1,95.57,4.09,83.39
LEONG GUAN FOOD MANUFACTURER PTE. LTD.,1493998.35,1,1,80.8,3.88,71.07
LEONG GUAN FOOD TRADING PTE. LTD.,2691195.0,1,1,78.94,3.45,55.56
LEONG HIN SENG CIVIL ENGINEERING PTE LTD,4567533.0,13,9,90.8,4.01,87.82
LEONG OI MUN JASON,43930.43,1,1,81.25,4.35,87.76
LEONG POON & ASSOC. PTE. LTD.,159000.0,1,1,88.82,4.41,100.0
LEPS LOADLINK OFFSHORE PTE. LTD.,118848.0,1,1,84.14,5.0,55.93
LET'S GO TOUR SINGAPORE PTE. LTD.,30.0,1,1,73.75,4.38,85.51
LEVENDER GOURMET PTE. LTD.,1785714.28,1,1,70.16,4.79,58.31
LEW REGISTERED SURVEYOR,65600.0,2,2,89.81,4.14,95.56
LEWIS PUBLIC RELATIONS PTE. LTD.,658213.78,2,2,83.51,5.0,82.88
LEXBUILD INTERNATIONAL PTE. LTD.,1356100.0,2,2,83.58,5.0,68.48
LEXICAL TECHNOLOGY PTE LTD,3575408.0,4,1,93.57,4.42,85.8
LEXON FURNITURE & CONSTRUCTION PTE LTD,396500.0,1,1,97.39,3.5,72.47
LEY CHOON CONSTRUCTIONS AND ENGINEERING PTE LTD,78696394.0,4,2,85.82,3.77,81.0
LEYBOLD SINGAPORE PTE. LTD.,469000.0,1,1,85.28,4.27,80.06
LGA TELECOM PTE LTD,5906904.0,5,4,92.0,4.37,95.44
LHN PARKING PTE. LTD.,578810.83,3,3,77.14,4.52,96.15
LHOIST SG PTE. LTD.,45949930.0,4,2,89.79,4.38,72.03
LHOIST SINGAPORE PRIVATE LIMITED,17280000.0,1,1,92.42,4.1,88.58
LHR TRADING CO. PTE. LTD.,0.0,1,1,93.44,3.72,81.55
LHW CONSTRUCTION PTE. LTD.,1238800.0,2,1,72.51,4.34,63.87
LHW ENGINEERING SDN BHD,35520.42,1,1,81.91,5.0,71.04
LI AN FOODSTUFF PTE LTD,120000.0,1,1,80.97,4.71,100.0
LI CHUAN FOOD PRODUCTS PTE LTD,2182170.4,3,2,88.8,4.42,81.58
LI JIE CONSTRUCTION PTE. LTD.,16798313.0,2,2,91.85,4.72,88.0
LI-JIA PROPERTY PTE LTD,132.0,1,1,99.97,3.88,75.88
LIAISON NETWORK,12310.0,2,1,84.04,3.8,72.6
LIAN BENG CONSTRUCTION (1988) PTE LTD,434780000.0,1,1,84.02,3.65,78.27
LIAN CHENG CONTRACTING PTE LTD,26662345.0,7,4,97.2,4.02,75.34
LIAN HO LEE CONSTRUCTION (PRIV ATE) LIMITED,210118650.0,3,3,90.37,3.85,63.07
LIAN HOE DECOR PTE. LTD.,651775.15,3,2,98.14,4.82,67.97
LIAN HUAH ENGINEERING PTE LTD,2683700.0,3,3,90.31,3.81,85.08
LIAN HUP SENG FURNITURE CONTRACTOR COMPANY,1276840.0,3,2,78.74,3.62,74.19
LIAN MONG INTERNATIONAL SDN. BHD.,94535.0,2,1,77.33,5.0,78.26
LIAN NAM HENG MARKETING PTE LTD,1.0,1,1,75.59,3.83,80.35
LIAN SENG HARDWARE & ENGINEERING PTE. LTD.,114352.0,1,1,93.3,4.19,81.13
LIAN SENG HUAT WORKSHOP,94125.56999999999,3,1,97.51,4.37,89.47
LIAN SHING CONSTRUCTION CO PTE LTD,49713403.95,23,4,100.0,3.42,67.01
LIAN SOON CONSTRUCTION PTE LTD,123004110.0,7,3,94.74,4.84,83.7
LIAN SOON M & E PTE LTD,18690270.0,2,2,97.3,4.48,85.55
LIAN TECK CONSTRUCTION PTE LTD,1680000.0,1,1,83.36,5.0,87.86
LIANG SENG SPORTS EQUIPMENT PTE LTD,594709.0,3,2,78.75,3.69,63.87
"LIBBY, PERSZYK, KATHMAN PTE. LTD.",172700.0,1,1,94.8,4.16,80.55
LIBERTY INSURANCE PTE LTD,600065.0,3,3,91.34,4.12,95.16
LIBERTY INTERNATIONAL UNDERWRITERS PTE. LTD.,750273.47,3,3,88.86,4.26,77.01
LIBERTY LAW PRACTICE LLP,19200.0,2,1,91.1,3.23,82.83
LIBERTY MUTUAL INSURANCE EUROPE LIMITED,1.0,1,1,90.59,4.17,85.8
LIBERTY SPECIALTY MARKETS SINGAPORE PTE. LIMITED,444001.0,3,3,98.27,3.24,67.75
LIBRARYFORCE LIMITED,895159.9,2,2,98.36,4.32,96.34
LIE MENG FISH MERCHANT,1500.0,1,1,92.35,2.82,83.0
LIFE SUPPORT EQUIPMENT PTE LTD,128000.0,1,1,94.77,2.99,83.2
LIFE TECHNOLOGIES HOLDINGS PTE. LTD.,37472712.2,45,13,92.11,4.59,61.38
LIFEFORCE MAINTENANCE & SERVICES,950700.0,6,4,84.31,3.77,85.95
LIFEMAGIC WORKS LLP,118400.0,1,1,94.05,3.51,83.06
LIFESKILLS ENRICHMENT PTE LTD,412683.8,5,3,76.84,4.86,94.24
LIFT HUB ENGINEERING PTE. LTD.,1820052.3,7,6,96.43,4.3,74.89
LIGHT10 INDUSTRIES PTE. LTD.,429444.5,1,1,78.44,4.62,68.12
LIGHTCRAFT PTE LTD,35559.0,1,1,90.29,4.0,71.18
LIGHTING & SOUND DISTRIBUTION,4791.0,1,1,81.24,5.0,72.95
LIGHTSPEED GMI SINGAPORE PTE. LTD.,220423.6,2,1,92.43,3.74,66.81
LIGHTSTREAM ANALYTICS PTE. LTD.,1689683.81,2,2,87.73,5.0,90.9
LIGNAR ENGINEERING PTE LTD,23420.0,1,1,75.24,4.06,91.28
LIJING HOLIDAYS PTE. LTD.,17049.0,1,1,91.37,3.11,76.04
LIKE BUILDING MATERIALS (S) PRIVATE LTD.,400179.0,1,1,83.38,4.39,74.07
LILIAN FLORENCE ELIZABETH ING,153200.0,1,1,95.05,4.29,59.85
LIM CHYE HENG SAND & GRANITE PTE LTD,2052.94,4,1,88.01,3.47,84.96
LIM JIA MIN,523200.0,2,1,91.16,3.55,94.53
LIM KIM CHEONG,350000.0,2,1,80.34,4.09,71.63
LIM LENG TECK JIMMY,10725.0,1,1,83.29,4.31,76.83
LIM PENG ANN ADRIAN,12900.0,1,1,84.33,2.62,82.34
LIM SIANG HUAT PTE LTD,34482.0,1,1,94.85,4.73,95.24
LIM TAN MOTOR PTE LTD,227365.95,3,2,100.0,3.8,80.0
LIM TRADERS PTE. LTD.,182417.2,8,4,81.56,3.3,79.95
LIM WEI HENG,20000.0,1,1,96.61,4.66,79.79
LIM WEN HENG CONSTRUCTION PTE LTD,34819613.0,2,2,70.64,4.09,63.75
LIM WOAN FEI,8.48,3,1,78.45,4.83,63.53
LIM YAK KOON & SONS SDN.BHD.,2395439.49,9,1,80.33,4.36,69.92
LIM'S TIMBER TRADING CO,360968.0,1,1,77.18,4.1,88.13
LIME AGENCY PTE. LTD.,11800.0,1,1,75.33,4.01,74.65
LIME LIFESTYLE ASIA PTE. LTD.,2.0,1,1,91.3,4.39,72.7
LIMITLESS (LTD.),407000.0,1,1,86.29,3.85,72.53
LIMO Z PTE. LTD.,357000.0,2,1,91.04,3.59,76.62
LIMRA ENGINEERING PTE. LTD.,703000.0,1,1,93.52,4.47,95.02
LIN KEONG PROJECTS PTE LTD,1785119.0,2,1,90.12,4.01,76.49
LIN TZER LIANG BENEDICT CHRISTOPHER,44500.0,1,1,93.26,4.12,70.14
LINDE GAS SINGAPORE PTE. LTD.,679400.0,2,1,87.44,4.75,78.25
LINDE MATERIAL HANDLING ASIA PACIFIC PTE LTD,31500.0,1,1,78.5,4.03,95.55
LINEAR DOTS PRODUCTION PTE. LTD.,371853.63,4,4,96.46,4.11,72.97
LING PROPERTY CONSULTANTS PTE. LTD.,0.01,1,1,83.29,3.74,66.19
LINGENIUS,1389186.74,5,2,80.52,4.36,72.99
LINGUA TECHNOLOGIES INTERNATIONAL PTE. LTD.,3.05,1,1,86.58,4.31,79.29
LINK ELECTRICAL PTE. LTD.,1106784.0,1,1,80.7,4.64,84.88
LINK FAB TECHNOLOGIES PTE LTD,1515282.28,4,3,84.66,3.75,88.07
LINK HOTELS INTERNATIONAL PTE. LTD.,154.0,1,1,90.75,3.83,67.54
LINKEDIN SINGAPORE PTE. LTD.,467414.62,2,2,90.79,4.58,68.49
LINKLATERS SINGAPORE PTE. LTD.,3375.0,1,1,80.82,4.25,74.77
LINKUP INTERNATIONAL (SINGAPORE) PTE LTD,1746.2,1,1,84.1,3.56,84.84
LINS ADVERTISING & MARKETING PTE LTD,2036260.52,10,8,96.59,4.88,65.4
LION CITY SHOW SUPPLY PTE. LTD.,262220.0,1,1,91.97,3.08,71.93
LION GLOBAL INVESTORS LIMITED,42083.6,4,3,100.0,4.57,72.07
LIONFISH STUDIOS PTE. LTD.,159297.0,1,1,97.44,3.34,87.42
LIONG CONSTRUCTION PTE LTD,4043960.2,8,3,97.15,5.0,83.28
LIONG CONSTRUCTION PTE. LTD.,7362838.6,5,3,76.9,3.17,87.04
LIONG KIT YENG,100000.0,2,1,94.11,4.79,91.39
LIONHEARTLANDERS PTE. LTD.,1310801.0,3,3,87.58,4.05,74.94
LIQUID SPACE PTE. LTD.,134560.0,1,1,83.59,3.88,66.13
LIQUIDLAB COMMUNICATIONS PTE. LTD.,78550.0,1,1,89.34,4.21,66.19
LISBERG ASIA PTE. LTD.,1.0,1,1,95.56,4.48,59.62
LISTEN TO SERVE PTE. LTD.,389760.0,1,1,92.01,3.56,73.41
LIT STRATEGY PTE. LTD.,180000.0,1,1,80.97,3.61,74.16
LITA OCEAN PTE. LTD.,74780550.0,3,2,93.94,4.49,85.88
LITEWELL ENGINEERING PTE LTD,1206600.0,2,1,82.9,3.08,78.17
LITHAN ACADEMY PTE. LTD.,1.0,1,1,89.73,3.75,73.1
LITHOZ GMBH,499400.0,1,1,85.57,5.0,76.84
LITTLE RED ANTS CREATIVE STUDIO PTE. LTD.,414020.0,3,2,86.25,3.52,67.61
LITTLE RED DOT ENTERPRISE,46200.0,1,1,94.13,4.79,88.25
LITTLE SWAN AIR-CONDITIONING & ENGINEERING PTE. LTD.,13405110.0,16,13,79.68,3.75,70.14
LITTLELIVES INC PTE. LTD.,143440.0,1,1,100.0,4.41,66.6
LIU & WO ARCHITECTS PTE LTD,17898000.4,5,5,73.43,4.49,86.18
LIU BIN CULTURAL ARTS,83196.0,1,1,83.22,4.78,83.74
LIUSS ENGINEERING & TRADING,52914.3,1,1,90.96,3.98,60.76
LIVING CALENDARS PTE. LTD.,409394.49,8,7,92.67,5.0,86.55
LIVING PRINT & MAIL HUB,117278.0,1,1,87.2,3.75,70.58
LIVING THEORIES PRIVATE LTD.,50000.0,1,1,87.54,4.24,74.26
LJ ENERGY PTE. LTD.,1549000.0,4,3,91.28,4.25,79.87
LJW RESOURCES PTE. LTD,538968.1,3,2,86.15,3.43,83.87
LKH PRECICON PTE. LTD.,437272.0,3,2,99.15,3.93,82.45
LKK AUTO CONSULTANTS PTE LTD,319000.0,1,1,94.71,4.2,77.5
"LLC ""Kaskad-Holding""",101440.0,1,1,94.98,3.84,73.75
LLOYD & ANDREW BUILDERS PTE LTD,2121500.0,4,2,80.27,5.0,82.12
LLOYD'S REGISTER ASIA,148000.0,1,1,87.36,3.6,76.82
LLOYD'S REGISTER SINGAPORE PTE. LTD.,79996.0,1,1,85.6,4.81,96.05
LMS MARKETING PTE LTD,41850.0,1,1,79.96,4.61,83.86
LMS TECHNOLOGIES PTE LTD,3458153.0,17,9,90.88,4.09,68.77
LN MARKETING (S) PTE LTD,204020.0,2,1,83.7,3.58,73.22
LOCKER & LOCK PTE. LTD.,449989.0,3,3,93.24,3.64,78.48
LOCO TECHNOLOGIES,54110.16,1,1,79.44,3.79,90.99
LOD Consulting (Singapore) Pte Ltd,1.0,1,1,100.0,3.03,92.11
LOGICALIS SINGAPORE PTE. LTD.,7486751.21,11,9,80.83,3.5,74.04
LOGICOM INSTRUMENTS PTE LTD,218950.0,1,1,89.75,3.21,68.66
LOGISTICS CONSTRUCTION PTE LTD,178393136.0,23,14,94.33,4.91,67.39
LOGOS LEARNING PTE. LTD.,54000.0,1,1,83.43,4.47,80.52
LOH LIM,63720.0,1,1,94.82,4.57,100.0
LOH SIEW NGIAP,88870.0,1,1,78.17,4.45,83.39
"LOI TERWAY, JESHER",47580.0,1,1,99.62,4.2,62.06
LOK RESOURCES PTE LTD,300000.0,1,1,88.11,4.98,70.74
LONDONBOB DESIGN,93700.0,1,1,83.23,3.73,71.76
LONGLIFE STATIONERY PTE. LTD.,6334637.28,1,1,85.61,4.16,69.78
LONPAC INSURANCE BHD,34.0,1,1,94.47,4.55,74.12
LOOK ARCHITECTS PTE. LTD.,6.5,3,2,83.32,3.31,81.69
LOTAN GROUP INTERNATIONAL LTD,1.0,1,1,82.01,5.0,84.82
LOTEK WIRELESS INC.,88643.53,1,1,86.23,4.12,88.92
LOUD TECHNOLOGIES ASIA PTE. LTD.,202314.79,2,1,78.58,4.19,83.24
LOVE ME KNOT,187605.0,1,1,100.0,4.85,58.46
LOVELY LANDSCAPE AND CONSTRUCTION PTE. LTD.,1109400.0,6,5,83.47,4.65,67.43
LOWE REFRIGERATION PTE. LTD.,96168.66,1,1,94.65,4.12,76.42
LOYANG MARINE PTE. LTD.,1455070.0,2,1,89.68,4.18,79.47
LOZON (S) PTE. LTD.,693058.7,8,5,80.12,3.2,86.61
LPH CATERING,4968474.79,6,3,87.95,3.77,78.43
LS 2 SERVICES PTE LTD,15110908.0,4,4,94.27,4.41,78.51
LS 2 Services Pte Ltd,97381836.91,6,6,86.49,4.37,80.38
LS TELCOM AKTIENGESELLSCHAFT,396882.0,3,1,97.54,4.83,75.45
LSH Industrial Solutions Pte Ltd,324294.3,2,2,96.17,4.03,78.87
LSW CONSULTING ENGINEERS PTE. LTD.,313606.44,4,3,95.35,3.27,89.26
LT&T AVID ARCHITECTS PTE. LTD.,14345.5,5,2,84.32,4.73,77.16
LT&T Architects,4090.0,1,1,79.36,4.96,77.7
LTS GROUP PTE. LTD.,28068.69,7,3,83.09,4.64,77.66
LTY + LCH ( JV ),0.5,1,1,89.57,4.0,90.98
LUAN CHIN HOW,372000.0,1,1,92.37,4.73,66.92
LUCAS & BUILDERS PTE LTD,79000.0,1,1,70.63,5.0,95.76
LUCKY GARDEN FLORICULTURE PTE. LTD.,438768.0,1,1,87.94,4.17,66.24
LUCKY JOINT CONSTRUCTION PTE. LTD.,338192.0,1,1,89.26,3.31,71.46
LUCKY STORE,6210444.66,2,1,85.78,3.75,85.45
LUEN HUP HENG SALES AND SERVICES,4000.0,1,1,98.33,4.48,88.3
LUFT ENV TECHNOLOGIES PTE. LTD.,6956990.0,9,3,91.37,3.14,63.97
LUIRE IMAGE,113279.6,5,3,98.48,4.2,67.07
LUM CHANG BUILDING CONTRACTORS PTE LTD.,1426979976.2,4,3,86.27,4.33,80.78
LUM SAU KIM,400000.0,1,1,95.5,5.0,100.0
LUMIERE PHOTOGRAPHY PTE. LTD.,60316.0,3,3,100.0,4.89,90.46
LUMIERE32 PTE. LTD.,315644.0,4,2,98.49,4.62,75.52
LUMINARIES HOLDING PTE. LTD.,16850.0,1,1,79.26,2.8,53.81
LUMINARIES HOLDINGS PTE. LTD.,676510.0,1,1,85.97,4.65,78.82
LUMITRON PTE. LIMITED,5181346.0,2,2,85.24,4.52,81.62
LUNA CONCEPT PTE. LTD.,1785803.29,2,2,91.91,4.25,74.17
"LUNG-TEH SHIPBUILDING CO., LTD.",183390298.0,1,1,93.49,3.06,69.49
LUOVA ENGINEERING PTE. LTD.,2662620.0,8,6,81.29,3.63,79.59
LUTHERAN COMMUNITY CARE SERVICES LIMITED,189000.0,1,1,88.54,3.4,68.58
LUX RESEARCH - ASIA PACIFIC PTE. LTD.,245000.0,1,1,71.84,2.89,96.72
LUXLIGHT PTE. LTD.,590949.0,1,1,99.54,4.1,93.17
LVM LAW CHAMBERS LLC,4652.0,3,2,83.9,3.62,84.58
